Unnamed__0,nuclear_consumption,country
9649,,iraq
15624,,other non-oecd - europe and eurasia (eia)
7190,41.323,finland
15987,,persian gulf (shift)
8993,,ieo - africa (eia)
9009,,ieo - africa (eia)
14924,,oecd - north america (eia)
19947,,tuvalu
8158,,greenland
2053,,bangladesh
14532,,norway
11293,,madagascar
11096,,lower-middle-income countries
9925,,italy
2943,6.348,brazil
3893,,central & south america (eia)
19874,,turkmenistan
3992,0.0,central america (ei)
13024,,nepal
8301,,guam
10650,,lebanon
15582,,other non-oecd - asia (eia)
19720,,tunisia
2076,0.0,bangladesh
5617,,dominican republic
10768,,libya
1368,1223.762,asia pacific (ei)
15673,,pakistan
19961,,tuvalu
10383,,kuwait
3813,,cape verde
16092,,peru
3231,41.612,bulgaria
3372,,burundi
19843,,turkey
12369,,mongolia
344,,africa (ember)
18812,,switzerland
11846,,mexico
19901,,turks and caicos islands
3311,,burundi
10889,47.251,lithuania
13842,,non-oecd (eia)
5439,,denmark
20795,,united states virgin islands
15542,,other non-oecd - america (eia)
13942,,non-opec (eia)
21785,,zambia
4944,,cuba
16783,,reunion
16160,0.0,peru
18014,6.64,south america
9744,0.0,ireland
16507,,portugal
20886,,upper-middle-income countries
6149,,equatorial guinea
4669,,congo
16621,,qatar
9878,0.0,israel
5100,,cyprus
3295,,burkina faso
5763,,east germany (eia)
13144,,netherlands
2488,,benin
7249,,france
15554,,other non-oecd - america (eia)
2889,,brazil
5505,,denmark
8268,,guadeloupe
14607,2066.091,oecd (ei)
11888,0.0,mexico
6514,,eurasia (shift)
14133,,north america (ember)
20411,0.0,united arab emirates
1876,,bahamas
8089,0.0,greece
15234,,opec - south america (eia)
17642,0.0,slovakia
5528,,djibouti
17395,,saudi arabia
5867,,ecuador
17877,0.0,south africa
8929,0.0,hungary
3643,,cameroon
17569,,sierra leone
15412,,oman
6446,,eurasia (shift)
3280,,burkina faso
15738,1.104,pakistan
4849,,cote d'ivoire
973,,argentina
1600,,australia
1596,,australia
1448,,asia and oceania (shift)
10321,,kiribati
9419,,iran
7198,53.793,finland
4122,,chad
10542,,laos
17051,,saint kitts and nevis
12266,,middle east (shift)
17585,0.0,singapore
9401,,indonesia
16231,,philippines
14148,,north america (ember)
3909,,central african republic
8140,,greenland
21832,,zambia
12035,,middle africa (ei)
20687,2175.191,united states
21325,,wake island (eia)
16024,,persian gulf (shift)
12269,,middle east (shift)
18678,,sweden
21265,,vietnam
6084,,egypt
9753,0.0,ireland
19035,,taiwan
17276,,sao tome and principe
12790,,myanmar
4029,,central and south america (shift)
17050,,saint kitts and nevis
20771,,united states territories (shift)
7364,,french guiana
13609,,nigeria
14080,182.024,north america (ei)
19737,,turkey
8723,4310.505,high-income countries
4766,,costa rica
19712,,tunisia
5852,,ecuador
17819,,south africa
9216,,india
3964,0.0,central america (ei)
20996,0.0,uzbekistan
1885,,bahrain
15248,,opec - south america (eia)
15405,,oman
18868,74.174,switzerland
16489,,portugal
1472,,asia and oceania (shift)
14225,,north america (shift)
9172,,india
11786,,mauritius
20024,,u.s. territories (eia)
6992,2210.664,european union (27)
796,,angola
16590,,puerto rico
14801,,oecd (shift)
14309,,north korea
13523,,niger
3689,,canada
7178,0.0,finland
4377,41.87,china
17733,,solomon islands
8792,,honduras
3343,,burundi
15171,,opec (shift)
19542,,trinidad and tobago
12518,,montserrat
1453,,asia and oceania (shift)
4203,,chile
4163,,chile
10575,,latin america and caribbean (ember)
19697,,tunisia
13685,,nigeria
17065,,saint kitts and nevis
666,0.0,algeria
4074,,central and south america (shift)
16984,,rwanda
16635,,qatar
8718,2254.163,high-income countries
6650,2783.721,europe
11682,,malta
14061,2474.653,north america
1853,,bahamas
6794,,europe (shift)
16879,0.0,romania
9081,,ieo oecd - europe (eia)
19386,,thailand
20393,,united arab emirates
16246,,philippines
6334,,eswatini
4235,0.0,chile
16357,,poland
17201,,samoa
9999,0.0,italy
1767,0.0,austria
7925,,ghana
8626,,haiti
21803,,zambia
5275,,democratic republic of congo
8443,,guatemala
11839,,mexico
19077,0.0,taiwan
5734,,eu28 (shift)
10231,,jordan
8552,,guyana
19297,,thailand
2708,,bosnia and herzegovina
20515,,united kingdom
1936,,bahrain
16524,0.0,portugal
15416,,oman
10271,,kazakhstan
15519,,oman
12400,,mongolia
897,,antarctica
21972,,zimbabwe
19374,0.0,thailand
2618,,bolivia
10197,,jordan
20608,,united states
13968,,north america
4113,,central and south america (shift)
14208,,north america (shift)
19495,,trinidad and tobago
5409,,denmark
9499,0.0,iran
1275,,asia & oceania (eia)
18397,164.17,spain
21181,,venezuela
5516,,djibouti
20693,2261.768,united states
9520,,iran
11543,,malaysia
18675,,sweden
1635,,australia and new zealand (eia)
5319,,democratic republic of congo
15379,,oceania
13668,,nigeria
16752,,reunion
20212,,uganda
1628,,australia
10433,,kuwait
2201,,barbados
17070,,saint kitts and nevis
20911,473.134,upper-middle-income countries
3199,,bulgaria
5370,,democratic republic of congo
21942,,zimbabwe
21605,6828.806,world
8695,,high-income countries
8491,,guinea
2523,,bermuda
10584,,latin america and caribbean (ember)
8988,,ieo - africa (eia)
16554,0.0,portugal
21408,,west germany (eia)
2965,42.199,brazil
9722,,ireland
20009,,u.s. pacific islands (eia)
6572,,europe
20541,102.59,united kingdom
12203,,middle east (shift)
9731,0.0,ireland
1451,,asia and oceania (shift)
10658,,lebanon
18206,,south korea and other oecd asia (eia)
5086,0.0,cyprus
3096,,brunei
16518,,portugal
15726,1.078,pakistan
4501,0.0,colombia
655,0.0,algeria
9205,,india
11791,,mauritius
451,,africa (shift)
4885,,cote d'ivoire
18,,asean (ember)
1855,,bahamas
19848,,turkey
16059,,persian gulf (shift)
2113,,bangladesh
3161,,bulgaria
12580,,morocco
5299,,democratic republic of congo
19264,,tanzania
14420,,north macedonia
16844,,romania
18498,,sudan
15105,,opec (shift)
6941,,european union (27)
14179,,north america (shift)
13123,,netherlands
21919,,zimbabwe
18426,,sri lanka
1779,,austria
20083,,ussr
14920,,oecd - north america (eia)
13592,,nigeria
9765,,ireland
4199,,chile
21677,,yugoslavia
13503,,niger
21632,,yemen
3973,0.0,central america (ei)
18010,7.298,south america
12272,,middle east (shift)
17316,,saudi arabia
16382,,poland
13931,,non-opec (eia)
17289,,saudi arabia
14703,,oecd (ember)
13165,9.299,netherlands
16440,0.0,poland
8591,,haiti
4592,,congo
10482,,kuwait
3457,339.459,cis (ei)
18457,,sri lanka
7121,,faroe islands
18981,,syria
15122,,opec (shift)
17279,,sao tome and principe
14209,,north america (shift)
4655,,congo
17848,,south africa
1085,,armenia
11340,,madagascar
21965,,zimbabwe
623,,algeria
18549,,suriname
17235,,samoa
21484,,western sahara
1738,,austria
17925,35.859,south africa
18674,,sweden
3314,,burundi
8638,,high-income countries
11952,,"mexico, chile, and other oecd americas (eia)"
10865,,libya
1422,,asia and oceania (shift)
4607,,congo
5801,,eastern africa (ei)
2110,,bangladesh
6277,,eswatini
19178,,tanzania
405,,africa (shift)
5197,,czechoslovakia
8146,,greenland
1981,,bahrain
7776,437.261,germany
19614,,tunisia
3786,,cape verde
1115,,aruba
16832,,romania
1803,0.0,azerbaijan
10911,0.0,lithuania
6824,,europe (shift)
16962,,rwanda
18701,,sweden
4857,,cote d'ivoire
17266,,sao tome and principe
7145,,fiji
7309,50.908,france
2698,,bolivia
16791,,romania
1052,20.092,argentina
12936,,nauru
10836,,libya
10871,,libya
6050,0.0,egypt
9681,,ireland
12361,,mongolia
17234,,samoa
17154,,saint pierre and miquelon
6015,,egypt
1021,,argentina
808,,angola
41,,afghanistan
4829,,cote d'ivoire
2157,,barbados
5369,,democratic republic of congo
14902,,oecd - europe (eia)
19103,102.915,taiwan
16327,,philippines
17511,,seychelles
9900,,israel
18110,,south korea
4550,,comoros
8935,0.0,hungary
17971,,south america
570,,albania
17793,,somalia
12183,,middle east (ember)
20107,,ussr
9208,,india
12605,,morocco
13717,,niue
7805,,ghana
8711,945.98,high-income countries
7012,,european union (eia)
1782,,austria
11144,246.874,lower-middle-income countries
19441,,togo
3847,,cayman islands
4743,,costa rica
5134,6.802,czechia
10532,,kyrgyzstan
19728,,tunisia
14074,16.975,north america (ei)
7246,,france
13756,18.302,non-oecd (ei)
10429,,kuwait
7113,,faroe islands
7069,,falkland islands
19389,,thailand
7368,,french guiana
11320,,madagascar
3105,,brunei
8063,0.0,greece
4030,,central and south america (shift)
12322,,moldova
16324,,philippines
16159,0.0,peru
20572,171.019,united kingdom
9841,,israel
4249,0.0,chile
11784,,mauritius
6033,0.0,egypt
15595,,other non-oecd - asia (eia)
7139,,fiji
14882,,oecd - europe (eia)
6870,,europe (shift)
7892,,ghana
10343,,kiribati
19579,,trinidad and tobago
15678,,pakistan
9846,,israel
13485,,niger
17286,,saudi arabia
498,,albania
15782,,palestine
8492,,guinea
17800,,somalia
11081,,lower-middle-income countries
9347,,indonesia
3152,,bulgaria
13178,10.09,netherlands
7315,409.343,france
14914,,oecd - europe (eia)
16261,,philippines
231,24.979,africa
13890,,non-opec (ei)
11789,,mauritius
6559,,eurasia (shift)
2285,11.733,belarus
6839,,europe (shift)
474,,albania
12040,0.0,middle africa (ei)
12858,,myanmar
1118,,aruba
10504,,kyrgyzstan
3822,,cayman islands
4208,,chile
19780,,turkey
14660,,oecd (eia)
3220,17.536,bulgaria
7029,,european union (eia)
2649,,bolivia
11740,,mauritania
11585,,maldives
6255,,eswatini
20504,,united kingdom
21438,0.0,western africa (ei)
8174,,greenland
15238,,opec - south america (eia)
13312,,new zealand
2886,,brazil
18541,,suriname
21930,,zimbabwe
19935,,turks and caicos islands
20815,,united states virgin islands
13565,,niger
17126,,saint pierre and miquelon
1814,0.0,azerbaijan
18376,79.575,spain
19185,,tanzania
7414,,french polynesia
17825,,south africa
14829,,oecd (shift)
1309,,asia & oceania (eia)
19524,,trinidad and tobago
21887,,zambia
12563,,morocco
21398,,west germany (eia)
14162,,north america (shift)
6405,,eurasia (eia)
18535,,suriname
14899,,oecd - europe (eia)
14215,,north america (shift)
21506,,western sahara
6644,1284.438,europe
9003,,ieo - africa (eia)
1741,,austria
17347,0.0,saudi arabia
2749,,botswana
12592,,morocco
7449,,g20 (ember)
21471,,western sahara
1299,,asia & oceania (eia)
7738,,germany
1256,1485.078,asia
17238,,samoa
15653,,pakistan
19560,,trinidad and tobago
4485,0.0,colombia
1703,,austria
14325,,north korea
4889,,cote d'ivoire
8559,,guyana
6578,,europe
1574,,australia
17746,,solomon islands
14058,2571.933,north america
21590,2385.643,world
5631,,dominican republic
20725,,united states pacific islands (shift)
13613,,nigeria
17523,,seychelles
14306,,north korea
17682,40.796,slovakia
10279,,kenya
16827,,romania
3338,,burundi
15170,,opec (shift)
2394,122.875,belgium
9197,,india
2070,,bangladesh
19626,,tunisia
4184,,chile
13557,,niger
7948,,gibraltar
11267,,macao
20252,,ukraine
83,,afghanistan
10563,,laos
7287,,france
17320,,saudi arabia
4612,,congo
7891,,ghana
21465,,western africa (ei)
12438,,mongolia
1755,0.0,austria
19019,,taiwan
20985,,uruguay
126,,afghanistan
4725,,cook islands
550,,albania
20266,,ukraine
15978,,persian gulf (shift)
12943,,nauru
4097,,central and south america (shift)
12284,,middle east (shift)
12706,,mozambique
1099,,armenia
18856,70.845,switzerland
17703,13.325,slovenia
10019,0.0,italy
1154,,asia
2332,,belgium
2359,0.216,belgium
16265,,philippines
21611,7551.077,world
6303,,eswatini
3100,,brunei
15689,,pakistan
10144,71.293,japan
9657,,iraq
3762,246.025,canada
20941,972.8,upper-middle-income countries
1182,,asia
6430,,eurasia (eia)
10705,,lesotho
15064,,opec (shift)
9182,,india
21844,,zambia
4718,,cook islands
12390,,mongolia
20568,246.809,united kingdom
16211,,philippines
15836,,panama
2024,,bangladesh
17273,,sao tome and principe
15798,,palestine
818,,angola
9786,,israel
19727,,tunisia
12132,,middle east (eia)
1605,,australia
5194,,czechoslovakia
14160,,north america (shift)
19289,,thailand
17228,,samoa
13286,,new caledonia
4600,,congo
15157,,opec (shift)
16793,,romania
19443,,togo
943,,antigua and barbuda
8053,0.0,greece
10285,,kenya
20652,,united states
18405,148.972,spain
17581,0.0,singapore
8124,,greenland
21826,,zambia
3677,,canada
14646,4717.807,oecd (ei)
16570,,portugal
17057,,saint kitts and nevis
5542,,djibouti
20339,192.044,ukraine
1492,,asia and oceania (shift)
4805,,cote d'ivoire
3989,,central america (ei)
15491,0.0,oman
6076,,egypt
18615,,suriname
15301,,oceania
4006,,central and south america (shift)
8639,,high-income countries
17768,,solomon islands
3097,,brunei
8553,,guyana
17243,,sao tome and principe
9930,,italy
15289,,oceania
17375,0.0,saudi arabia
2938,9.594,brazil
15639,,other non-oecd - europe and eurasia (eia)
16639,,qatar
9234,0.0,india
14768,,oecd (shift)
3844,,cayman islands
6809,,europe (shift)
16634,,qatar
18266,30.412,south and central america (ei)
19889,,turkmenistan
17731,,solomon islands
11275,,madagascar
7072,,falkland islands
17256,,sao tome and principe
3925,,central african republic
2403,107.837,belgium
6443,,eurasia (eia)
10224,,jordan
5057,0.0,cyprus
9691,,ireland
12803,,myanmar
6519,,eurasia (shift)
8007,,greece
1274,,asia & oceania (eia)
19126,79.235,taiwan
8363,,guatemala
4499,0.0,colombia
13455,,nicaragua
16802,,romania
6396,,ethiopia
5974,,egypt
4904,,croatia
5632,,dominican republic
1247,1362.207,asia
7040,,european union (eia)
7531,,gabon
5863,,ecuador
12634,,morocco
4790,,cote d'ivoire
9066,,ieo oecd - europe (eia)
19963,,tuvalu
279,0.0,africa (ei)
11000,,low-income countries
9593,,iraq
12597,,morocco
17826,,south africa
5795,,eastern africa (ei)
17112,,saint lucia
5150,41.58,czechia
15012,,opec (ei)
4694,,cook islands
14245,,north america (shift)
10269,,kazakhstan
20760,,united states territories (shift)
17186,,saint vincent and the grenadines
21227,,vietnam
19015,,taiwan
13584,,niger
19925,,turks and caicos islands
21072,,vanuatu
2140,,barbados
20332,217.616,ukraine
2297,,belgium
2291,,belgium
15116,,opec (shift)
15543,,other non-oecd - america (eia)
20500,,united kingdom
7720,,germany
4023,,central and south america (shift)
21191,,venezuela
20923,485.423,upper-middle-income countries
15716,,pakistan
7269,,france
1466,,asia and oceania (shift)
3364,,burundi
1308,,asia & oceania (eia)
13311,,new zealand
6416,,eurasia (eia)
3165,,bulgaria
14792,,oecd (shift)
2097,0.0,bangladesh
14011,,north america
1255,1557.874,asia
21547,,world
5442,,denmark
10305,,kenya
21845,,zambia
3324,,burundi
6229,0.0,estonia
21145,0.0,venezuela
2802,,botswana
11063,,lower-middle-income countries
17543,,sierra leone
17131,,saint pierre and miquelon
15776,,palestine
10163,732.783,japan
18138,8.221,south korea
2259,0.0,belarus
685,0.0,algeria
12801,,myanmar
605,,algeria
11263,,macao
16765,,reunion
5783,,eastern africa (ei)
3937,,central african republic
8014,,greece
19466,,tonga
18012,8.217,south america
4255,0.0,chile
2795,,botswana
14098,1936.944,north america (ei)
18328,,spain
11179,,luxembourg
6927,,european union (27)
18871,71.223,switzerland
19225,,tanzania
12541,,morocco
5206,,czechoslovakia
13026,,nepal
11904,23.957,mexico
5684,,eu28 (shift)
9899,,israel
14176,,north america (shift)
7490,,gabon
7517,,gabon
6270,,eswatini
21515,,world
15168,,opec (shift)
8236,,grenada
12534,,morocco
20324,243.877,ukraine
16694,0.0,qatar
3287,,burkina faso
16223,,philippines
4472,0.0,colombia
16951,,rwanda
12350,,mongolia
17364,0.0,saudi arabia
3854,,cayman islands
12006,,micronesia (country)
4650,,congo
21172,,venezuela
19740,,turkey
17663,31.355,slovakia
11908,28.381,mexico
17267,,sao tome and principe
12020,,middle africa (ei)
1802,0.0,azerbaijan
12772,,myanmar
10080,,japan
3724,43.283,canada
15651,,other non-oecd - europe and eurasia (eia)
6994,2217.771,european union (27)
2022,,bangladesh
3866,,central & south america (eia)
14682,,oecd (eia)
2506,,bermuda
3556,,cameroon
5141,34.76,czechia
1141,,aruba
4245,0.0,chile
6904,,european union (27)
4374,0.0,china
15825,,panama
14619,5442.574,oecd (ei)
10213,,jordan
11061,,lower-middle-income countries
18069,,south korea
17704,13.509,slovenia
15640,,other non-oecd - europe and eurasia (eia)
13361,,new zealand
5735,,eu28 (shift)
1918,,bahrain
7253,,france
6774,,europe (shift)
21410,,western africa (ei)
16957,,rwanda
14837,,oecd - asia and oceania (eia)
7973,,greece
12558,,morocco
10664,,lebanon
13995,,north america
21009,,uzbekistan
15067,,opec (shift)
12408,,mongolia
15747,1.668,pakistan
19966,,tuvalu
9156,,iceland
18921,,syria
5314,,democratic republic of congo
1410,,asia and oceania (shift)
12529,,morocco
13129,,netherlands
18190,,south korea and other oecd asia (eia)
20097,,ussr
4354,0.0,china
16936,451.16,russia
16202,,peru
5093,,cyprus
10776,,libya
19686,,tunisia
18343,,spain
14804,,oecd (shift)
16668,,qatar
5353,,democratic republic of congo
6292,,eswatini
13648,,nigeria
17981,,south america
11956,,"mexico, chile, and other oecd americas (eia)"
10773,,libya
1051,22.008,argentina
10230,,jordan
17424,,senegal
6072,,egypt
7248,,france
13569,,niger
9483,0.0,iran
12748,,mozambique
2718,,bosnia and herzegovina
17419,,senegal
17854,,south africa
1217,2.962,asia
1419,,asia and oceania (shift)
9687,,ireland
3247,53.224,bulgaria
17717,13.861,slovenia
4475,0.0,colombia
13091,,netherlands
6548,,eurasia (shift)
19470,,tonga
14519,,norway
18603,,suriname
995,,argentina
19300,,thailand
10338,,kiribati
12596,,morocco
13852,,non-opec (ei)
16199,,peru
14730,,oecd (shift)
5069,0.0,cyprus
15160,,opec (shift)
19519,,trinidad and tobago
15033,,opec (eia)
18103,,south korea
19049,,taiwan
2628,,bolivia
15463,,oman
8609,,haiti
21960,,zimbabwe
4631,,congo
18757,123.988,sweden
11926,27.792,mexico
163,,africa
13988,,north america
10924,,low-income countries
9423,,iran
10475,0.0,kuwait
18810,,switzerland
12944,,nauru
16745,,reunion
8303,,guam
3789,,cape verde
19302,,thailand
10102,,japan
3588,,cameroon
8767,,honduras
20817,,united states virgin islands
9655,,iraq
9288,115.57,india
19786,,turkey
10685,,lesotho
15424,,oman
18058,,south korea
5779,,east timor
19423,,togo
18454,,sri lanka
8004,,greece
13682,,nigeria
12527,,morocco
5510,,djibouti
12396,,mongolia
10449,0.0,kuwait
11624,,mali
14727,,oecd (shift)
20639,,united states
13657,,nigeria
29,,afghanistan
6632,138.901,europe
21698,,yugoslavia
1800,0.0,azerbaijan
4799,,cote d'ivoire
6222,0.0,estonia
17716,14.545,slovenia
506,,albania
17861,,south africa
1138,,aruba
18648,,sweden
17370,0.0,saudi arabia
11574,,maldives
19756,,turkey
6854,,europe (shift)
6019,,egypt
3986,,central america (ei)
14679,,oecd (eia)
18837,23.024,switzerland
20137,108.259,ussr
12964,,nauru
4874,,cote d'ivoire
19510,,trinidad and tobago
7148,,fiji
20345,,united arab emirates
10381,,kuwait
991,,argentina
16204,,peru
2318,,belgium
20727,,united states pacific islands (shift)
9178,,india
288,15.081,africa (ei)
16222,,philippines
6463,,eurasia (shift)
2862,,brazil
16358,,poland
21551,,world
10884,,libya
16370,,poland
18391,176.51,spain
21425,0.0,western africa (ei)
6783,,europe (shift)
14878,,oecd - europe (eia)
3702,,canada
638,,algeria
9204,,india
10359,,kosovo
13999,,north america
5337,,democratic republic of congo
13216,,netherlands antilles
3028,,brunei
9842,,israel
19945,,tuvalu
1546,,australia
15320,,oceania
18937,,syria
12676,,mozambique
370,,africa (shift)
5531,,djibouti
18628,,suriname
15727,1.505,pakistan
13419,,new zealand
18289,62.458,south and central america (ei)
13563,,niger
14847,,oecd - asia and oceania (eia)
4188,,chile
21309,0.0,vietnam
11983,,micronesia (country)
8151,,greenland
8075,0.0,greece
5941,,ecuador
1349,96.499,asia pacific (ei)
21245,,vietnam
1504,,asia and oceania (shift)
8217,,grenada
9855,,israel
8878,,hungary
9439,,iran
21835,,zambia
20992,,uruguay
5215,,czechoslovakia
11540,,malaysia
16245,,philippines
21997,,zimbabwe
5366,,democratic republic of congo
20170,,ussr
2378,123.307,belgium
19461,,tonga
13281,,new caledonia
20811,,united states virgin islands
2203,,barbados
1106,,armenia
3980,,central america (ei)
20720,,united states pacific islands (shift)
7015,,european union (eia)
7708,,germany
14204,,north america (shift)
19002,,syria
10653,,lebanon
11700,,martinique
20354,,united arab emirates
14190,,north america (shift)
5581,,dominica
11058,,lower-middle-income countries
8979,40.461,hungary
1389,1260.479,asia pacific (ei)
18801,,switzerland
2819,,botswana
8362,,guatemala
5741,,eu28 (shift)
3443,169.166,cis (ei)
7772,418.25,germany
12487,,montserrat
8291,,guadeloupe
3440,108.259,cis (ei)
8667,,high-income countries
2617,,bolivia
12647,,morocco
12771,,mozambique
10043,,jamaica
1591,,australia
16829,,romania
16598,,puerto rico
10812,,libya
3264,,burkina faso
6437,,eurasia (eia)
178,,africa
10655,,lebanon
15568,,other non-oecd - america (eia)
8369,,guatemala
19625,,tunisia
8195,,greenland
20061,,ussr
5924,0.0,ecuador
2891,,brazil
9978,9.676,italy
21861,,zambia
12253,,middle east (shift)
6320,,eswatini
9929,,italy
14062,2401.699,north america
13263,,new caledonia
17939,,south america
20660,161.563,united states
11953,,"mexico, chile, and other oecd americas (eia)"
9443,,iran
15509,,oman
22005,,zimbabwe
4153,,chad
12451,,mongolia
7402,,french polynesia
12359,,mongolia
15404,,oman
1702,,austria
19184,,tanzania
13551,,niger
11861,,mexico
19211,,tanzania
16700,0.0,qatar
21211,,vietnam
21714,,yugoslavia
1041,7.99,argentina
1246,1309.116,asia
17893,0.0,south africa
13514,,niger
8019,,greece
5266,,democratic republic of congo
19791,,turkey
19903,,turks and caicos islands
17992,,south america
1654,,australia and new zealand (eia)
11604,,mali
259,35.859,africa
21742,,yugoslavia
5307,,democratic republic of congo
7690,,germany
2093,0.0,bangladesh
18697,,sweden
654,0.0,algeria
15262,,oceania
17583,0.0,singapore
14853,,oecd - asia and oceania (eia)
9815,,israel
13573,,niger
6117,,el salvador
287,11.137,africa (ei)
4155,,chad
16467,,portugal
504,,albania
15,,asean (ember)
17198,,samoa
20042,,u.s. territories (eia)
12544,,morocco
18176,369.074,south korea
10992,,low-income countries
19102,107.223,taiwan
8864,,hungary
12669,,mozambique
14149,,north america (ember)
3701,,canada
20531,57.366,united kingdom
20297,,ukraine
3157,,bulgaria
19565,,trinidad and tobago
4165,,chile
21054,,vanuatu
2574,,bhutan
19205,,tanzania
493,,albania
19101,100.209,taiwan
15114,,opec (shift)
18635,,suriname
19898,,turks and caicos islands
17985,,south america
7143,,fiji
3452,396.192,cis (ei)
15426,,oman
2031,,bangladesh
2812,,botswana
5201,,czechoslovakia
19437,,togo
21193,,venezuela
9721,,ireland
5697,,eu28 (shift)
6408,,eurasia (eia)
12644,,morocco
7532,,gabon
16163,0.0,peru
17502,,seychelles
6353,,eswatini
19420,,togo
851,,angola
