Unnamed__0,median_income
435,2.75
436,2.3617
437,2.3062
438,3.2639
439,3.4306
440,7.6864
441,6.6087
442,3.7796
443,1.6452
444,1.625
445,4.4397
446,2.6618
447,4.6923
448,6.7042
449,6.311
450,4.1411
451,4.0208
452,3.3618
453,5.3925
454,2.1552
455,2.9647
456,2.8438
457,2.6146
458,5.2016
459,3.125
460,3.3472
461,5.1788
462,2.4583
463,3.5781
464,9.1415
465,5.2835
466,2.3015
467,3.6118
468,5.7797
469,4.5662
470,7.226
471,4.6477
472,6.2344
473,3.1875
474,2.6268
475,7.8476
476,4.5066
477,2.2559
478,1.825
479,3.7344
480,1.9871
481,3.5673
482,8.7657
483,2.625
484,3.0057
485,4.125
486,1.9145
487,1.3386
488,2.4071
489,4.8295
490,2.1473
491,2.0
492,4.0616
493,6.8317
494,4.7917
495,2.2708
496,9.0702
497,9.0376
498,2.5052
499,6.2519
500,4.7981
501,6.0661
502,4.1379
503,2.8182
504,2.5904
505,2.8542
506,4.3911
507,4.4312
508,2.9922
509,2.5924
510,6.4788
511,4.4485
512,3.2868
513,7.0875
514,2.085
515,4.0208
516,3.0905
517,4.0439
518,2.7734
519,4.0282
520,1.9659
521,2.0984
522,4.2292
523,6.1824
524,5.3106
525,5.4127
526,8.4355
527,1.8897
528,3.6031
529,2.4567
530,2.875
531,7.6084
532,2.0655
533,9.2858
534,3.5903
535,2.1964
536,4.1445
537,6.2242
538,4.4342
539,6.7206
540,4.744
541,3.5066
542,1.9107
543,2.7535
544,4.825
545,1.9271
546,5.422
547,3.4265
548,2.9911
549,4.875
550,2.7727
551,1.725
552,1.432
553,1.725
554,2.0769
555,1.4786
556,3.5341
557,3.5517
558,3.2083
559,7.5
560,5.0477
561,4.65
562,2.0323
563,4.7663
564,1.7464
565,4.7386
566,2.5042
567,2.2197
568,4.325
569,4.3472
570,4.8125
571,4.0625
572,2.4459
573,3.4184
574,2.4706
575,2.8812
576,2.6994
577,3.138
578,2.6238
579,6.4095
580,1.3942
581,5.5111
582,3.8239
583,5.0294
584,2.3384
585,2.24
586,3.0365
587,2.4526
588,3.0313
589,5.5347
590,3.4327
591,3.0583
592,4.4831
593,2.5625
594,5.7078
595,4.0
596,2.8344
597,4.1528
598,3.6336
599,3.0081
600,2.0536
601,6.6345
602,4.0214
603,3.7156
604,2.8333
605,2.2768
606,2.225
607,6.0358
608,1.398
609,2.325
610,3.7413
611,2.2386
612,3.0799
613,1.4146
614,7.9135
615,3.6591
616,3.1392
617,3.8837
618,5.1282
619,4.1827
620,4.5208
621,2.6875
622,5.0662
623,3.2442
624,0.6775
625,7.9943
626,2.8631
627,4.5547
628,6.0661
629,2.2989
630,2.45
631,1.7622
632,4.7361
633,1.4329
634,5.5951
635,5.0225
636,2.6302
637,4.4042
638,4.7143
639,11.3283
640,5.145
641,2.9632
642,5.3185
643,5.0828
644,5.9339
645,2.75
646,9.8892
647,2.7321
648,3.9265
649,3.1607
650,3.5833
651,6.4745
652,2.9886
653,5.3131
654,2.3011
655,4.125
656,3.0587
657,2.9469
658,4.1316
659,4.8661
660,3.7321
661,2.975
662,4.5446
663,1.8287
664,2.3542
665,5.0839
666,4.81
667,3.25
668,5.9265
669,2.108
670,3.5208
671,4.235
672,1.6833
673,5.0286
674,3.7045
675,1.9911
676,8.5425
677,4.9432
678,5.5
679,5.155
680,1.7463
681,3.0568
682,4.2593
683,2.7689
684,2.8942
685,1.8937
686,3.1696
687,4.4034
688,3.6434
689,4.5293
690,4.0833
691,4.8981
692,3.1563
693,3.15
694,2.2788
695,4.7276
696,4.1837
697,5.0814
698,4.8984
699,6.4328
700,6.1333
701,3.2591
702,5.049
703,5.6652
704,6.8189
705,1.7167
706,3.3456
707,3.5429
708,2.5847
709,5.7068
710,3.6563
711,5.7862
712,3.9518
713,5.6169
714,3.0515
715,4.5878
716,7.6832
717,3.4018
718,3.375
719,5.9171
720,4.3278
721,5.1512
722,3.3878
723,2.9926
724,3.7533
725,4.3482
726,2.0694
727,1.9354
728,3.1563
729,2.9471
730,4.1576
731,3.0455
732,12.3804
733,3.5987
734,1.9476
735,2.2019
736,2.4375
737,4.1932
738,3.0625
739,2.025
740,3.1167
741,3.5978
742,2.3015
743,2.575
744,3.1979
745,6.471
746,3.1742
747,1.7159
748,2.7543
749,6.6004
750,6.6704
751,1.6645
752,3.5129
753,5.9915
754,5.9345
755,2.7574
756,5.2855
757,1.4861
758,2.8622
759,3.6169
760,4.3472
761,2.5486
762,2.3317
763,2.3062
764,4.0114
765,4.5787
766,3.256
767,3.5
768,2.588
769,7.1069
770,1.8911
771,2.8859
772,8.5888
773,3.8631
774,2.5195
775,2.6087
776,2.4878
777,3.125
778,5.2361
779,3.4286
780,6.3308
781,5.6356
782,3.2426
783,4.6161
784,4.7788
785,2.8542
786,3.1989
787,2.4113
788,0.844
789,10.4549
790,1.7083
791,5.5496
792,5.6047
793,5.3245
794,2.2042
795,5.4555
796,1.6319
797,1.9821
798,2.1838
799,4.131
800,3.2917
801,3.125
802,4.3906
803,1.7038
804,2.5893
805,1.7393
806,3.2708
807,4.8603
808,2.3824
809,1.6007
810,5.2402
811,3.7361
812,2.9939
813,1.9688
814,2.8
815,1.845
816,4.4
817,7.912
818,4.5694
819,2.3812
820,1.8664
821,2.2264
822,6.299
823,3.3516
824,4.67
825,2.6937
826,2.5833
827,5.4351
828,0.7069
829,2.9044
830,3.4265
831,2.7254
832,5.3698
833,3.102
834,3.407
835,3.4375
836,4.8488
837,5.1782
838,2.3675
839,4.0742
840,3.3702
841,1.7788
842,4.0385
843,4.9562
844,3.6823
845,2.2566
846,2.9545
847,5.0804
848,2.2232
849,2.3182
850,2.1607
851,4.8229
852,2.5763
853,9.281
854,4.317
855,3.1815
856,3.5812
857,4.75
858,6.0597
859,5.5649
860,3.9615
861,6.0088
862,3.9926
863,3.4762
864,2.3438
865,5.1602
866,3.2794
867,1.6429
868,6.0824
869,2.5686
870,3.2935
871,1.8845
872,3.8594
873,1.722
874,1.6318
875,2.0227
876,3.3272
877,5.8541
878,4.1776
879,4.4306
880,7.5139
881,3.1349
882,2.825
883,4.2059
884,3.5172
885,5.2551
886,2.9422
887,3.9327
888,4.8894
889,2.4886
890,4.9375
891,2.4678
892,2.0524
893,1.4138
894,9.3694
895,5.0
896,3.4583
897,2.1366
898,5.131
899,2.5833
900,5.888
901,1.8958
902,3.0347
903,4.5486
904,1.8214
905,7.7852
906,5.623
907,3.1713
908,4.3125
909,3.6997
910,4.925
911,4.1029
912,3.1042
913,2.975
914,3.1484
915,1.7143
916,3.3981
917,10.3713
918,2.3942
919,2.0411
920,5.2949
921,4.1146
922,2.3
923,1.056
924,2.9453
925,1.5758
926,3.5804
927,3.0956
928,1.8696
929,3.1204
930,3.1912
931,3.0625
932,12.542
933,2.125
934,3.2946
935,5.6062
936,3.25
937,2.8603
938,3.25
939,3.6895
940,3.9583
941,1.8407
942,2.0391
943,2.8208
944,3.4784
945,4.1652
946,2.5405
947,6.0777
948,4.1731
949,6.729
950,3.5357
951,2.4219
952,4.7034
953,4.2083
954,4.6944
955,3.5
956,3.0682
957,4.0068
958,3.83
959,2.4117
960,5.0492
961,2.8333
962,2.5821
963,6.9133
964,3.4667
965,2.45
966,1.7375
967,3.9583
968,4.4861
969,4.0579
970,2.6875
971,7.3644
972,7.2582
973,3.7282
974,5.7579
975,2.7051
976,4.1492
977,2.3464
978,4.793
979,1.1806
980,4.6484
981,3.5789
982,3.7578
983,3.9559
984,1.7375
985,2.0952
986,2.319
987,10.3893
988,3.8372
989,3.7552
990,4.5398
991,2.3333
992,4.2625
993,2.9306
994,3.0321
995,4.9107
996,7.5196
997,1.975
998,11.6017
999,5.9507
1000,1.9911
1001,3.8304
1002,5.5773
1003,1.7273
1004,4.3909
1005,4.1161
1006,3.8899
1007,2.1205
1008,4.6167
1009,3.163
1010,2.5896
1011,6.6756
1012,1.7062
1013,3.6458
1014,8.4375
1015,5.9199
1016,5.565
1017,3.55
1018,6.0198
1019,3.2301
1020,4.9239
1021,5.4625
1022,2.0133
1023,5.0156
1024,2.0926
1025,2.5875
1026,2.4695
1027,5.0551
1028,4.625
1029,8.093
1030,4.7723
1031,2.6812
1032,4.8125
1033,6.8538
1034,3.4833
1035,2.0313
1036,3.6429
1037,2.7188
1038,5.2039
1039,3.2417
1040,3.8529
1041,2.976
1042,3.0068
1043,3.6167
1044,1.725
1045,4.485
1046,1.6435
1047,4.3667
1048,4.0268
1049,1.3929
1050,4.5278
1051,3.1944
1052,4.7356
1053,2.2813
1054,2.465
1055,2.9085
1056,5.3799
1057,2.8125
1058,2.7875
1059,2.5694
1060,4.8036
1061,3.7589
1062,2.6536
1063,1.6094
1064,5.7789
1065,1.3527
1066,1.6146
1067,5.0081
1068,2.25
1069,4.9167
1070,5.6918
1071,1.9766
1072,5.8798
1073,1.9688
1074,4.875
1075,2.8355
1076,3.5
1077,1.7857
1078,1.6488
1079,2.2
1080,1.4375
1081,2.3077
1082,3.692
1083,2.7236
1084,2.6949
1085,3.311
1086,2.5694
1087,7.5274
1088,3.6125
1089,3.2226
1090,2.2161
1091,5.5277
1092,4.0
1093,1.8007
1094,5.2598
1095,5.9582
1096,1.8438
1097,3.7277
1098,3.6287
1099,3.9688
1100,4.5224
1101,3.524
1102,3.7875
1103,7.2731
1104,2.6961
1105,11.4537
1106,3.125
1107,3.4312
1108,5.4132
1109,1.7418
1110,6.623
1111,3.934
1112,4.2273
1113,4.0651
1114,4.2415
1115,4.745
1116,5.6407
1117,1.6483
1118,4.0313
1119,5.0912
1120,5.3908
1121,5.1014
1122,2.2245
1123,1.9483
1124,2.2544
1125,3.24
1126,5.4533
1127,1.9348
1128,1.0
1129,1.9432
1130,3.5272
1131,2.785
1132,6.035
1133,2.0357
1134,2.6146
1135,3.7679
1136,2.1652
1137,3.1779
1138,5.0464
1139,3.3621
1140,2.1477
1141,4.2788
1142,8.338
1143,4.1218
1144,2.875
1145,3.2386
1146,7.1134
1147,2.6103
1148,5.0431
1149,2.8558
1150,3.6
1151,3.5775
1152,1.577
1153,6.6085
1154,6.4631
1155,15.0001
1156,1.6435
1157,5.2037
1158,1.5057
1159,3.025
1160,2.0308
1161,1.8824
1162,4.5658
1163,3.1382
1164,5.1677
1165,6.4664
1166,4.6406
1167,5.5191
1168,2.3798
1169,2.5172
1170,3.7125
1171,2.2538
1172,2.4583
1173,3.505
1174,3.6923
1175,3.75
1176,4.2045
1177,2.5035
1178,3.6167
1179,3.9537
1180,3.3594
1181,1.9531
1182,2.3568
1183,3.2158
1184,2.375
1185,1.7
1186,2.599
1187,3.1583
1188,2.5213
1189,6.3064
1190,6.0471
1191,2.2244
1192,3.6111
1193,2.625
1194,1.8299
1195,2.5083
1196,6.8226
1197,3.5402
1198,2.5459
1199,4.5375
1200,3.0
1201,10.129
1202,8.4888
1203,4.2895
1204,2.788
1205,2.5224
1206,2.5333
1207,2.5183
1208,2.375
1209,4.9135
1210,2.026
1211,4.2066
1212,3.7991
1213,3.4762
1214,4.7118
1215,3.5746
1216,5.4324
1217,5.9676
1218,6.776
1219,1.5489
1220,4.7361
1221,2.4196
1222,2.3674
1223,2.9083
1224,3.7813
1225,6.3191
1226,2.6133
1227,3.9531
1228,5.4243
1229,2.052
1230,4.515
1231,3.1576
1232,2.825
1233,2.8489
1234,6.2946
1235,7.8924
1236,2.293
1237,2.5927
1238,3.5313
1239,5.2174
1240,2.875
1241,2.9844
1242,5.0151
1243,4.1696
1244,5.0639
1245,2.3769
1246,6.1805
1247,2.9167
1248,2.7262
1249,1.9107
1250,3.5313
1251,4.625
1252,3.8203
1253,2.182
1254,2.1806
1255,3.6331
1256,3.8269
1257,5.7628
1258,2.4167
1259,3.75
1260,1.7328
1261,3.5375
1262,2.1164
1263,3.2059
1264,2.1
1265,5.5902
1266,4.9531
1267,2.7708
1268,4.1282
1269,3.145
1270,4.625
1271,2.5434
1272,4.4318
1273,3.8068
1274,3.9632
1275,1.4241
1276,2.9083
1277,8.4411
1278,2.625
1279,2.1418
1280,3.256
1281,4.8286
1282,6.287
1283,6.235
1284,2.735
1285,2.1731
1286,2.5263
1287,5.9585
1288,3.9871
1289,2.1029
1290,2.6827
1291,6.5842
1292,3.525
1293,4.9583
1294,5.2374
1295,6.8695
1296,5.1145
1297,2.8393
1298,5.5073
1299,5.5524
1300,2.5714
1301,3.0907
1302,4.125
1303,5.5266
1304,3.9063
1305,3.5035
1306,2.1587
1307,6.6632
1308,2.9625
1309,3.3844
1310,1.4005
1311,2.6607
1312,6.6478
1313,3.3315
1314,3.8015
1315,1.5735
1316,8.3935
1317,4.0529
1318,5.583
1319,4.5714
1320,4.2672
1321,0.9227
1322,4.7
1323,3.2396
1324,2.6818
1325,2.1458
1326,3.7359
1327,2.7652
1328,3.4852
1329,3.5524
1330,2.4036
1331,3.1801
1332,3.0
1333,3.7708
1334,8.2375
1335,4.1719
1336,1.9722
1337,3.75
1338,2.7115
1339,5.6163
1340,3.0465
1341,6.0918
1342,3.5893
1343,4.2039
1344,3.4417
1345,2.3946
1346,1.4598
1347,5.6403
1348,2.8
1349,2.6658
1350,5.1629
1351,1.3973
1352,2.1375
1353,3.8846
1354,6.8591
1355,4.2014
1356,3.7652
1357,1.9306
1358,2.5863
1359,8.1344
1360,2.125
1361,3.5313
1362,2.1964
1363,2.3333
1364,2.6667
1365,4.733
1366,3.3125
1367,2.0
1368,2.6944
1369,4.3
1370,5.0114
1371,2.8031
1372,3.875
1373,3.6292
1374,6.2456
1375,1.8463
1376,3.8819
1377,2.6667
1378,5.5221
1379,4.0132
1380,3.1458
1381,1.3906
1382,5.234
1383,4.8438
1384,2.3958
1385,2.6094
1386,2.1432
1387,3.925
1388,4.625
1389,4.2062
1390,2.4612
1391,6.2236
1392,5.9289
1393,2.0
1394,4.5714
1395,3.3542
1396,3.2308
1397,5.4286
1398,3.375
1399,1.9609
1400,3.4375
1401,4.6182
1402,5.8995
1403,1.8539
1404,1.7849
1405,7.1298
1406,3.2222
1407,2.3148
1408,6.2022
1409,4.9489
1410,2.8558
1411,4.4653
1412,3.5583
1413,1.5809
1414,0.7025
1415,4.6207
1416,4.2171
1417,2.9112
1418,2.6221
1419,1.6021
1420,2.1667
1421,2.6842
1422,3.6458
1423,3.2847
1424,4.0441
1425,5.2415
1426,5.4337
1427,2.6713
1428,3.4115
1429,3.9828
1430,1.8022
1431,3.8021
1432,3.3681
1433,2.8711
1434,9.08
1435,2.4167
1436,4.3428
1437,2.6535
1438,6.1436
1439,1.8814
1440,3.2125
1441,2.5833
1442,3.6852
1443,3.7891
1444,1.47
1445,2.4615
1446,2.1289
1447,5.5423
1448,2.2482
1449,2.6417
1450,3.7798
1451,6.9051
1452,3.017
1453,3.7368
1454,2.8036
1455,3.3289
1456,1.6111
1457,1.9528
1458,3.191
1459,2.0833
1460,3.7917
1461,2.7443
1462,2.1435
1463,3.4545
1464,3.2546
1465,5.4602
1466,3.9306
1467,2.0962
1468,2.6205
1469,5.6825
1470,1.474
1471,2.6447
1472,4.5568
1473,3.0694
1474,2.9219
1475,2.6506
1476,6.3914
1477,4.9323
1478,2.3125
1479,9.0055
1480,4.5774
1481,8.2435
1482,4.6369
1483,3.5385
1484,4.1167
1485,3.3621
1486,8.4016
1487,3.4167
1488,4.7717
1489,11.615
1490,2.8565
1491,4.5156
1492,1.2083
1493,1.517
1494,5.0605
1495,2.2321
1496,1.9583
1497,3.2337
1498,2.569
1499,2.2083
1500,4.2768
1501,5.4103
1502,7.3004
1503,2.0
1504,4.9844
1505,5.3008
1506,5.5693
1507,3.4327
1508,5.246
1509,2.505
1510,3.814
1511,5.7858
1512,2.25
1513,8.1132
1514,10.7355
1515,3.0682
1516,1.6875
1517,5.3602
1518,4.125
1519,2.1046
1520,3.5719
1521,2.8446
1522,1.9798
1523,5.3044
1524,4.2071
1525,3.7045
1526,2.1974
1527,2.2679
1528,3.4643
1529,2.6818
1530,3.62
1531,6.6361
1532,2.8973
1533,2.5455
1534,8.2069
1535,2.8233
1536,0.9241
1537,6.2558
1538,5.2595
1539,2.0639
1540,6.6227
1541,6.9635
1542,2.1437
1543,4.0682
1544,2.1067
1545,1.85
1546,2.65
1547,7.3521
1548,2.8547
1549,5.9806
1550,7.3003
1551,2.5401
1552,4.3977
1553,5.1298
1554,3.4
1555,2.625
1556,3.7167
1557,5.5918
1558,2.7386
1559,3.6711
1560,3.9118
1561,2.5568
1562,4.3264
1563,3.3611
1564,1.8894
1565,3.2426
1566,7.5349
1567,4.0726
1568,2.2817
1569,1.425
1570,4.5458
1571,2.4342
1572,3.0559
1573,2.1836
1574,3.3182
1575,2.2054
1576,1.6944
1577,5.3506
1578,3.1375
1579,5.1643
1580,2.7857
1581,3.7083
1582,4.1339
1583,1.1108
1584,4.0234
1585,2.6932
1586,5.687
1587,15.0001
1588,1.7375
1589,4.8438
1590,4.4602
1591,3.7545
1592,2.8594
1593,4.8409
1594,2.2917
1595,3.1662
1596,2.735
1597,3.3036
1598,2.8456
1599,2.5197
1600,4.1364
1601,6.6188
1602,2.3295
1603,3.7321
1604,5.5461
1605,8.0331
1606,2.4539
1607,5.038
1608,8.7382
1609,2.2167
1610,2.5096
1611,3.7321
1612,3.7679
1613,2.8643
1614,5.6758
1615,3.9306
1616,1.5595
1617,1.7451
1618,2.32
1619,2.9554
1620,3.2969
1621,6.0321
1622,3.5333
1623,3.2368
1624,4.1304
1625,2.9018
1626,3.0179
1627,3.05
1628,1.9688
1629,3.6607
1630,3.0
1631,5.0
1632,6.7559
1633,6.1253
1634,1.5844
1635,2.5259
1636,4.5817
1637,2.0348
1638,1.9091
1639,1.575
1640,3.475
1641,6.3237
1642,6.5669
1643,3.1076
1644,2.75
1645,8.1657
1646,3.0481
1647,4.392
1648,3.63
1649,2.1765
1650,1.7245
1651,2.3869
1652,4.2011
1653,2.0571
1654,3.8542
1655,3.7348
1656,2.1182
1657,5.3816
1658,3.0132
1659,8.1839
1660,5.9164
1661,1.5429
1662,3.2447
1663,4.1739
1664,3.5795
1665,2.5388
1666,4.7179
1667,3.0078
1668,0.536
1669,2.913
1670,6.3522
1671,6.9712
1672,1.0539
1673,3.5114
1674,3.9338
1675,4.8264
1676,2.9167
1677,4.605
1678,5.0123
1679,1.9125
1680,3.6466
1681,2.7059
1682,3.5154
1683,2.113
1684,6.5515
1685,2.0547
1686,3.0759
1687,5.7051
1688,5.0635
1689,2.6648
1690,2.875
1691,3.3611
1692,2.48
1693,2.5902
1694,3.045
1695,3.0114
1696,2.4943
1697,2.7379
1698,6.6009
1699,5.9572
1700,2.1905
1701,5.3668
1702,1.7284
1703,3.1442
1704,3.65
1705,4.4233
1706,4.3952
1707,3.6646
1708,3.2386
1709,4.1146
1710,3.1645
1711,4.1843
1712,4.3816
1713,2.5192
1714,4.7393
1715,2.6098
1716,3.325
1717,2.9241
1718,5.316
1719,3.2813
1720,3.1875
1721,3.5326
1722,4.3309
1723,7.2543
1724,3.2708
1725,4.0333
1726,1.85
1727,6.6143
1728,3.1194
1729,5.2485
1730,2.3175
1731,7.9892
1732,2.0
1733,2.1786
1734,3.4297
1735,3.7049
1736,3.2067
1737,8.003
1738,7.5
1739,2.625
1740,2.6619
1741,2.7284
1742,3.9728
1743,5.3794
1744,1.0648
1745,2.2656
1746,3.1115
1747,5.0142
1748,3.3438
1749,2.3409
1750,4.4
1751,5.0118
1752,4.359
1753,4.189
1754,11.5706
1755,3.0795
1756,2.6127
1757,5.338
1758,3.0298
1759,3.38
1760,5.2954
1761,6.7718
1762,6.6112
1763,5.1033
1764,3.1034
1765,2.5444
1766,3.6875
1767,2.5333
1768,4.575
1769,2.9688
1770,6.5706
1771,5.1984
1772,6.5617
1773,1.075
1774,2.9917
1775,2.1055
1776,1.06
1777,3.3882
1778,0.8351
1779,3.0208
1780,2.9375
1781,4.095
1782,2.6838
1783,3.2344
1784,6.7837
1785,2.8913
1786,3.5707
1787,1.9127
1788,3.4291
1789,1.5449
1790,2.515
1791,7.0796
1792,3.725
1793,4.2917
1794,1.3375
1795,6.155
1796,3.7632
1797,2.8958
1798,3.682
1799,2.9338
1800,6.0374
1801,3.0298
1802,1.2396
1803,1.9267
1804,4.6094
1805,1.7372
1806,1.7411
1807,3.5156
1808,4.6635
1809,4.0362
1810,3.3438
1811,2.3683
1812,2.2321
1813,3.3478
1814,5.1752
1815,2.5383
1816,4.1635
1817,4.6554
1818,5.2035
1819,1.875
1820,2.5363
1821,1.65
1822,5.6204
1823,4.375
1824,2.7601
1825,6.0677
1826,1.6006
1827,3.65
1828,2.0804
1829,1.9946
1830,2.3974
1831,2.9208
1832,1.7227
1833,3.1603
1834,2.2141
1835,5.0574
1836,3.8667
1837,2.148
1838,1.7958
1839,2.7143
1840,4.0118
1841,3.1733
1842,2.4934
1843,2.5643
1844,5.7519
1845,3.2396
1846,4.9118
1847,3.2798
1848,2.734
1849,2.6987
1850,5.7559
1851,4.8472
1852,4.5943
1853,5.0736
1854,2.5938
1855,2.9511
1856,2.7234
1857,5.6935
1858,4.6442
1859,1.998
1860,1.125
1861,3.3672
1862,1.9962
1863,2.9982
1864,1.6652
1865,4.6923
1866,3.512
1867,6.4576
1868,3.9792
1869,5.237
1870,3.7813
1871,3.7049
1872,5.894
1873,3.0431
1874,5.5261
1875,2.7125
1876,4.0833
1877,1.7981
1878,4.9312
1879,5.1297
1880,2.5
1881,2.895
1882,2.6726
1883,3.0417
1884,4.5208
1885,4.8836
1886,1.625
1887,2.1471
1888,2.4308
1889,5.454
1890,5.2447
1891,2.9832
1892,2.4524
1893,3.1607
1894,1.9464
1895,2.6604
1896,3.676
1897,9.1834
1898,7.1937
1899,3.9063
1900,6.0224
1901,4.8703
1902,6.5412
1903,3.4058
1904,1.5908
1905,2.809
1906,1.2745
1907,2.1818
1908,2.3375
1909,6.9223
