Unnamed__0,nuclear_consumption,country
7198,53.793,finland
4964,,cuba
17942,,south america
13006,,nepal
11884,0.0,mexico
21034,,vanuatu
14579,,norway
14057,2583.46,north america
3281,,burkina faso
5567,,dominica
777,,angola
8836,,hong kong
6407,,eurasia (eia)
17785,,somalia
19356,0.0,thailand
8150,,greenland
15782,,palestine
19878,,turkmenistan
13232,,netherlands antilles
1032,0.0,argentina
4108,,central and south america (shift)
10561,,laos
9152,,iceland
13683,,nigeria
678,0.0,algeria
779,,angola
13219,,netherlands antilles
13445,,nicaragua
10055,,jamaica
13868,,non-opec (ei)
6586,,europe
2375,116.954,belgium
21726,,yugoslavia
6251,,eswatini
6034,0.0,egypt
11162,335.526,lower-middle-income countries
17887,0.0,south africa
7664,,georgia
21704,,yugoslavia
84,,afghanistan
2871,,brazil
15944,,persian gulf (eia)
1280,,asia & oceania (eia)
11911,27.299,mexico
2030,,bangladesh
997,,argentina
22010,,zimbabwe
12952,,nauru
19324,,thailand
363,,africa (shift)
9223,,india
30,,afghanistan
10249,,kazakhstan
9133,0.0,iceland
6870,,europe (shift)
12882,,myanmar
10367,,kosovo
14920,,oecd - north america (eia)
6423,,eurasia (eia)
14596,207.516,oecd (ei)
119,,afghanistan
1702,,austria
12496,,montserrat
15655,,pakistan
19224,,tanzania
10819,,libya
3487,,cambodia
17468,,serbia
7467,,g7 (ember)
10890,48.331,lithuania
5868,,ecuador
19792,,turkey
9527,9.033,iran
12066,,middle africa (ei)
10628,,latvia
18059,,south korea
10315,,kiribati
6808,,europe (shift)
4428,,colombia
19551,,trinidad and tobago
4187,,chile
5225,,czechoslovakia
14519,,norway
6134,,equatorial guinea
8306,,guam
14755,,oecd (shift)
11098,,lower-middle-income countries
20285,,ukraine
7704,,germany
18499,,sudan
11620,,mali
20512,,united kingdom
6828,,europe (shift)
1979,,bahrain
3594,,cameroon
12316,,moldova
16936,451.16,russia
6736,2419.677,europe (ei)
21033,,vanuatu
13862,,non-opec (ei)
10215,,jordan
17582,0.0,singapore
451,,africa (shift)
12985,,nepal
6976,2193.524,european union (27)
20952,,uruguay
19967,,tuvalu
19442,,togo
13141,,netherlands
12128,16.215,middle east (ei)
3121,,brunei
13806,2235.656,non-oecd (ei)
2889,,brazil
2219,,barbados
2411,,belize
16882,15.323,romania
11787,,mauritius
4723,,cook islands
354,,africa (shift)
5355,,democratic republic of congo
7976,,greece
7974,,greece
2720,,bosnia and herzegovina
20394,,united arab emirates
7927,,gibraltar
13640,,nigeria
18001,0.0,south america
3504,,cambodia
10325,,kiribati
11921,23.074,mexico
5889,,ecuador
4454,,colombia
14304,,north korea
11648,,malta
18227,,south sudan
21243,,vietnam
18522,,suriname
3461,313.277,cis (ei)
14676,,oecd (eia)
8373,,guatemala
4179,,chile
2549,,bhutan
7901,,ghana
2847,,botswana
9549,,iraq
15606,,other non-oecd - asia (eia)
16308,0.0,philippines
9678,,ireland
4378,36.414,china
12997,,nepal
10723,,liberia
758,,angola
10931,,low-income countries
9212,,india
5038,,cuba
13988,,north america
10222,,jordan
8571,,guyana
21592,2933.459,world
5759,,east germany (eia)
8369,,guatemala
21612,7350.656,world
11065,,lower-middle-income countries
14558,0.0,norway
14196,,north america (shift)
15359,,oceania
18619,,suriname
18145,113.786,south korea
1235,649.568,asia
9383,0.0,indonesia
13305,,new zealand
12497,,montserrat
12321,,moldova
4954,,cuba
18697,,sweden
558,,albania
638,,algeria
6869,,europe (shift)
21495,,western sahara
20932,714.442,upper-middle-income countries
4901,,croatia
7863,,ghana
15857,,papua new guinea
9506,0.0,iran
10099,,japan
14115,2583.46,north america (ei)
18503,,sudan
9077,,ieo oecd - europe (eia)
11350,,madagascar
1445,,asia and oceania (shift)
14573,,norway
11450,,malaysia
879,,antarctica
21215,,vietnam
12796,,myanmar
13193,10.961,netherlands
15357,0.0,oceania
12260,,middle east (shift)
18921,,syria
3050,,brunei
10696,,lesotho
12017,,middle africa (ei)
1378,1550.665,asia pacific (ei)
16293,0.0,philippines
13903,,non-opec (ei)
8718,2254.163,high-income countries
15908,,paraguay
17559,,sierra leone
2611,,bolivia
15213,,opec - africa (eia)
17218,,samoa
11966,,"mexico, chile, and other oecd americas (eia)"
17276,,sao tome and principe
6327,,eswatini
6446,,eurasia (shift)
12465,,mongolia
20769,,united states territories (shift)
1046,16.205,argentina
11273,,madagascar
453,,africa (shift)
10552,,laos
8742,6599.31,high-income countries
18969,,syria
14398,,north macedonia
17773,,somalia
8920,,hungary
541,,albania
1659,,australia and new zealand (eia)
13504,,niger
1034,2.94,argentina
5720,,eu28 (shift)
612,,algeria
13931,,non-opec (eia)
2805,,botswana
220,0.0,africa
8221,,grenada
18093,,south korea
5930,0.0,ecuador
11261,,macao
5994,,egypt
18970,,syria
9882,,israel
6381,,ethiopia
14009,,north america
599,,algeria
8401,,guatemala
20731,,united states pacific islands (shift)
4226,0.0,chile
20588,,united states
15805,,panama
6241,,eswatini
20841,,upper-middle-income countries
2807,,botswana
1783,,austria
6513,,eurasia (shift)
14691,,oecd (ember)
19438,,togo
14777,,oecd (shift)
9841,,israel
15233,,opec - south america (eia)
5888,,ecuador
20161,,ussr
19913,,turks and caicos islands
3691,,canada
11936,,"mexico, chile, and other oecd americas (eia)"
12849,,myanmar
14368,,north korea
18815,,switzerland
18589,,suriname
188,,africa
12408,,mongolia
6755,,europe (ember)
21370,,wake island (shift)
1635,,australia and new zealand (eia)
20699,2201.92,united states
12987,,nepal
1199,,asia
12108,0.0,middle east (ei)
9359,0.0,indonesia
17491,,serbia and montenegro
10584,,latin america and caribbean (ember)
18605,,suriname
14889,,oecd - europe (eia)
16105,,peru
6200,,eritrea
19841,,turkey
14589,0.0,norway
2809,,botswana
13768,434.957,non-oecd (ei)
15620,,other non-oecd - europe and eurasia (eia)
15400,,oceania (ember)
11402,,malawi
17264,,sao tome and principe
11277,,madagascar
6778,,europe (shift)
10406,,kuwait
13823,,non-oecd (eia)
15851,,papua new guinea
20733,,united states pacific islands (shift)
3722,12.108,canada
569,,albania
18176,369.074,south korea
12290,,middle east (shift)
9780,0.0,ireland
15632,,other non-oecd - europe and eurasia (eia)
1267,1428.219,asia
7692,,germany
5744,,eu28 (shift)
18817,,switzerland
19467,,tonga
4855,,cote d'ivoire
7839,,ghana
15661,,pakistan
8341,,guatemala
19106,109.252,taiwan
2824,,botswana
19273,,tanzania
3583,,cameroon
11839,,mexico
13069,,nepal
10921,0.0,lithuania
13100,,netherlands
11909,23.327,mexico
19542,,trinidad and tobago
21843,,zambia
10086,,japan
9846,,israel
18139,10.718,south korea
12557,,morocco
8298,,guam
14371,,north korea
14985,,opec (ei)
18236,0.051,south and central america (ei)
20658,65.127,united states
3125,,brunei
2406,86.782,belgium
2077,0.0,bangladesh
19562,,trinidad and tobago
8277,,guadeloupe
14548,0.0,norway
7013,,european union (eia)
22,,asean (ember)
17615,,singapore
13516,,niger
3123,,brunei
8239,,grenada
3080,,brunei
16421,0.0,poland
12599,,morocco
12339,,moldova
17783,,somalia
12831,,myanmar
10597,,latin america and caribbean (ember)
13833,,non-oecd (eia)
15866,,papua new guinea
3239,47.951,bulgaria
1521,,australia
5031,,cuba
8925,0.0,hungary
11935,,"mexico, chile, and other oecd americas (eia)"
2783,,botswana
4326,,china
20402,,united arab emirates
20216,,uganda
8948,39.416,hungary
7523,,gabon
2903,,brazil
5244,,czechoslovakia
5178,,czechoslovakia
13585,,nigeria
2131,,barbados
12388,,mongolia
13370,0.0,new zealand
221,0.0,africa
12742,,mozambique
19354,0.0,thailand
18859,70.26,switzerland
5614,,dominican republic
7391,,french guiana
17350,0.0,saudi arabia
11363,,madagascar
2311,,belgium
8245,,grenada
4982,,cuba
18866,75.429,switzerland
21853,,zambia
17523,,seychelles
4150,,chad
21638,,yemen
8578,,guyana
20077,,ussr
8315,,guam
1610,,australia
6207,0.0,estonia
7267,,france
13638,,nigeria
10000,0.0,italy
353,,africa (shift)
11344,,madagascar
14023,292.625,north america
9162,,iceland
13466,,niger
17679,45.04,slovakia
1636,,australia and new zealand (eia)
20999,0.0,uzbekistan
13664,,nigeria
19444,,togo
11116,3.712,lower-middle-income countries
17698,13.078,slovenia
3842,,cayman islands
13624,,nigeria
14992,,opec (ei)
11837,,mexico
21754,,yugoslavia
20799,,united states virgin islands
14808,,oecd (shift)
11329,,madagascar
115,,afghanistan
14551,0.0,norway
21698,,yugoslavia
19218,,tanzania
18590,,suriname
18361,2.619,spain
11366,,madagascar
564,,albania
373,,africa (shift)
3752,214.708,canada
21095,,venezuela
6936,,european union (27)
4818,,cote d'ivoire
8257,,guadeloupe
13493,,niger
4712,,cook islands
16590,,puerto rico
17565,,sierra leone
4360,0.0,china
10644,,lebanon
5389,,denmark
7106,,faroe islands
13325,,new zealand
15815,,panama
5062,0.0,cyprus
12565,,morocco
21310,0.0,vietnam
16316,,philippines
9906,,italy
6297,,eswatini
16903,28.884,romania
5433,,denmark
15070,,opec (shift)
5960,,ecuador
4849,,cote d'ivoire
11352,,madagascar
17378,0.0,saudi arabia
2135,,barbados
10707,,lesotho
17438,,senegal
5717,,eu28 (shift)
15769,13.59,pakistan
5470,0.0,denmark
12943,,nauru
13952,,north america
14727,,oecd (shift)
21816,,zambia
16914,340.456,russia
16326,,philippines
8967,39.957,hungary
16120,,peru
15580,,other non-oecd - asia (eia)
8886,,hungary
15871,,papua new guinea
20116,,ussr
19556,,trinidad and tobago
4975,,cuba
1730,,austria
83,,afghanistan
18159,333.596,south korea
15284,,oceania
11379,,madagascar
20218,,uganda
8877,,hungary
9027,,ieo - middle east (eia)
20481,,united kingdom
2449,,belize
6629,91.163,europe
5216,,czechoslovakia
8936,0.0,hungary
17317,,saudi arabia
20429,0.0,united arab emirates
2419,,belize
21114,,venezuela
10232,,jordan
13152,,netherlands
15050,,opec (eia)
12941,,nauru
6144,,equatorial guinea
6510,,eurasia (shift)
1484,,asia and oceania (shift)
4355,0.0,china
16528,0.0,portugal
11152,301.412,lower-middle-income countries
8041,0.0,greece
10858,,libya
17485,,serbia and montenegro
17877,0.0,south africa
4878,,cote d'ivoire
14986,,opec (ei)
7561,,gabon
1018,,argentina
21950,,zimbabwe
9196,,india
19178,,tanzania
416,,africa (shift)
1499,,asia and oceania (shift)
9045,,ieo - middle east (eia)
11647,,malta
19920,,turks and caicos islands
414,,africa (shift)
12273,,middle east (shift)
21400,,west germany (eia)
625,,algeria
4798,,cote d'ivoire
9537,,iraq
11164,354.376,lower-middle-income countries
10962,,low-income countries
20967,,uruguay
20898,15.286,upper-middle-income countries
6121,,el salvador
2234,,barbados
17297,,saudi arabia
4756,,costa rica
16655,,qatar
4489,0.0,colombia
325,25.268,africa (ei)
13108,,netherlands
14040,1936.944,north america
19119,108.899,taiwan
19989,,u.s. pacific islands (eia)
16574,,portugal
10398,,kuwait
13700,,nigeria
18335,,spain
17448,,serbia
11981,,micronesia (country)
1371,1379.208,asia pacific (ei)
19992,,u.s. pacific islands (eia)
5806,0.0,eastern africa (ei)
19373,0.0,thailand
11511,0.0,malaysia
13150,,netherlands
19216,,tanzania
15810,,panama
654,0.0,algeria
3076,,brunei
12267,,middle east (shift)
2261,0.0,belarus
9779,0.0,ireland
294,25.946,africa (ei)
4290,,china
12627,,morocco
6057,0.0,egypt
7925,,ghana
5209,,czechoslovakia
3009,,british virgin islands
6945,,european union (27)
6715,2772.465,europe (ei)
3694,,canada
2330,,belgium
4691,,congo
9297,,indonesia
12253,,middle east (shift)
7541,,gabon
19016,,taiwan
19639,,tunisia
18411,146.925,spain
18819,,switzerland
8007,,greece
10713,,lesotho
13063,,nepal
4066,,central and south america (shift)
5723,,eu28 (shift)
12485,,montserrat
5363,,democratic republic of congo
12725,,mozambique
17616,,singapore
9832,,israel
5319,,democratic republic of congo
16222,,philippines
21628,7071.782,world
17463,,serbia
19501,,trinidad and tobago
6457,,eurasia (shift)
11630,,mali
7506,,gabon
15390,,oceania (ember)
14569,,norway
10922,0.0,lithuania
11937,,"mexico, chile, and other oecd americas (eia)"
19461,,tonga
10186,74.247,japan
10121,,japan
10954,,low-income countries
17435,,senegal
9507,0.0,iran
3495,,cambodia
13560,,niger
3895,,central & south america (eia)
10652,,lebanon
3302,,burkina faso
8396,,guatemala
19953,,tuvalu
20812,,united states virgin islands
6140,,equatorial guinea
13730,,niue
4866,,cote d'ivoire
3801,,cape verde
9724,0.0,ireland
3899,,central & south america (eia)
2722,,bosnia and herzegovina
15009,,opec (ei)
517,,albania
947,,antigua and barbuda
11219,0.0,luxembourg
9198,,india
14584,,norway
9555,,iraq
11750,,mauritania
4020,,central and south america (shift)
15215,,opec - africa (eia)
10721,,liberia
19856,,turkey
18600,,suriname
21619,7373.091,world
22009,,zimbabwe
8325,,guam
5019,,cuba
13091,,netherlands
4968,,cuba
12798,,myanmar
21315,0.0,vietnam
19321,,thailand
5753,,east germany (eia)
10428,,kuwait
14260,,north america (shift)
5690,,eu28 (shift)
2327,,belgium
15451,,oman
10033,,jamaica
12589,,morocco
18956,,syria
15528,,other non-oecd - america (eia)
21444,0.0,western africa (ei)
20424,0.0,united arab emirates
17100,,saint lucia
18487,,sudan
4757,,costa rica
10386,,kuwait
240,32.067,africa
17439,,senegal
16763,,reunion
1913,,bahrain
8192,,greenland
2324,,belgium
37,,afghanistan
7174,0.0,finland
17890,0.0,south africa
8576,,guyana
14910,,oecd - europe (eia)
8237,,grenada
21694,,yugoslavia
4048,,central and south america (shift)
10172,640.294,japan
15560,,other non-oecd - america (eia)
21824,,zambia
15275,,oceania
6280,,eswatini
535,,albania
8112,,greenland
7841,,ghana
4736,,costa rica
3254,37.061,bulgaria
3917,,central african republic
16986,,rwanda
13289,,new caledonia
1315,,asia (ember)
3603,,cameroon
2408,109.409,belgium
3740,225.063,canada
1399,,asia and oceania (shift)
13218,,netherlands antilles
21825,,zambia
14137,,north america (ember)
15817,,panama
20547,124.771,united kingdom
19670,,tunisia
16686,0.0,qatar
14184,,north america (shift)
6052,0.0,egypt
7753,27.019,germany
2960,33.51,brazil
5905,,ecuador
15543,,other non-oecd - america (eia)
6303,,eswatini
18986,,syria
21646,,yemen
7977,,greece
20048,,u.s. territories (eia)
21056,,vanuatu
6302,,eswatini
13633,,nigeria
1264,1100.937,asia
18354,,spain
1279,,asia & oceania (eia)
16617,,puerto rico
13756,18.302,non-oecd (ei)
2573,,bhutan
12127,17.481,middle east (ei)
20918,443.478,upper-middle-income countries
4510,0.0,colombia
19806,0.0,turkey
7260,,france
5098,,cyprus
7807,,ghana
7933,,gibraltar
13622,,nigeria
16580,,puerto rico
10070,,japan
15444,,oman
13690,,nigeria
8200,,greenland
12420,,mongolia
1662,,australia and new zealand (eia)
17113,,saint lucia
20321,218.442,ukraine
2950,8.992,brazil
20844,,upper-middle-income countries
2415,,belize
44,,afghanistan
4700,,cook islands
10361,,kosovo
18208,,south korea and other oecd asia (eia)
6220,,estonia
4058,,central and south america (shift)
19005,,syria
14812,,oecd (shift)
6535,,eurasia (shift)
14347,,north korea
3990,,central america (ei)
4895,,cote d'ivoire
10236,0.0,kazakhstan
13772,705.828,non-oecd (ei)
20869,,upper-middle-income countries
9699,,ireland
8844,0.0,hong kong
6004,,egypt
12743,,mozambique
13856,,non-opec (ei)
17695,14.051,slovenia
3555,,cameroon
15098,,opec (shift)
6344,,eswatini
11968,,"mexico, chile, and other oecd americas (eia)"
12234,,middle east (shift)
12464,,mongolia
9322,,indonesia
2736,,botswana
11342,,madagascar
12649,,morocco
10166,911.288,japan
14296,,north korea
10567,,laos
15559,,other non-oecd - america (eia)
10453,0.0,kuwait
10535,,laos
6277,,eswatini
21200,,vietnam
10796,,libya
3221,17.493,bulgaria
15759,6.916,pakistan
4460,,colombia
7010,,european union (eia)
5218,,czechoslovakia
11408,,malawi
12413,,mongolia
21120,,venezuela
2752,,botswana
1802,0.0,azerbaijan
7938,,gibraltar
17769,,somalia
6456,,eurasia (shift)
8376,,guatemala
9658,,ireland
14133,,north america (ember)
5847,,ecuador
12031,,middle africa (ei)
16077,,persian gulf (shift)
6326,,eswatini
15095,,opec (shift)
21739,,yugoslavia
14339,,north korea
19159,,tanzania
18657,,sweden
6464,,eurasia (shift)
15612,,other non-oecd - europe and eurasia (eia)
16471,,portugal
21677,,yugoslavia
7502,,gabon
4787,,cote d'ivoire
1930,,bahrain
9835,,israel
21434,0.0,western africa (ei)
3919,,central african republic
10003,0.0,italy
10295,,kenya
1092,,armenia
20541,102.59,united kingdom
5368,,democratic republic of congo
10974,,low-income countries
14467,,northern mariana islands
3921,,central african republic
13942,,non-opec (eia)
14124,2464.551,north america (ei)
9771,,ireland
5270,,democratic republic of congo
17761,,solomon islands
6356,,eswatini
804,,angola
10185,45.414,japan
9271,48.709,india
10987,,low-income countries
6613,,europe
9985,7.681,italy
11448,,malaysia
14475,,norway
3222,25.875,bulgaria
7471,,g7 (ember)
1761,0.0,austria
14330,,north korea
1650,,australia and new zealand (eia)
17609,0.0,singapore
11945,,"mexico, chile, and other oecd americas (eia)"
12881,,myanmar
16767,,reunion
18510,,sudan
18319,,spain
18983,,syria
8136,,greenland
13158,0.0,netherlands
13871,,non-opec (ei)
14916,,oecd - north america (eia)
14876,,oecd - europe (eia)
13548,,niger
14464,,northern mariana islands
16496,,portugal
4072,,central and south america (shift)
3344,,burundi
14,,asean (ember)
5388,,denmark
18237,0.145,south and central america (ei)
17123,,saint pierre and miquelon
13590,,nigeria
21293,,vietnam
235,23.974,africa
11918,28.142,mexico
14316,,north korea
2762,,botswana
4541,,comoros
21149,0.0,venezuela
9654,,iraq
914,,antarctica
17763,,solomon islands
19534,,trinidad and tobago
8147,,greenland
9291,,indonesia
15937,,persian gulf (eia)
8214,,grenada
17479,,serbia
14904,,oecd - europe (eia)
1281,,asia & oceania (eia)
8687,,high-income countries
13279,,new caledonia
20439,0.0,united arab emirates
10030,,jamaica
17591,0.0,singapore
9503,0.0,iran
5046,,cuba
4977,,cuba
1716,,austria
4265,,chile
18923,,syria
4354,0.0,china
16504,,portugal
19998,,u.s. pacific islands (eia)
8232,,grenada
21873,,zambia
11498,0.0,malaysia
15529,,other non-oecd - america (eia)
15587,,other non-oecd - asia (eia)
8400,,guatemala
19741,,turkey
8600,,haiti
18566,,suriname
17601,0.0,singapore
10197,,jordan
13873,,non-opec (ei)
4105,,central and south america (shift)
12368,,mongolia
15172,,opec (shift)
15072,,opec (shift)
21471,,western sahara
3337,,burundi
692,,algeria
19049,,taiwan
7077,,falkland islands
6243,,eswatini
14875,,oecd - europe (eia)
8612,,haiti
1938,,bahrain
17262,,sao tome and principe
9351,,indonesia
20915,475.973,upper-middle-income countries
1207,,asia
15008,,opec (ei)
3897,,central & south america (eia)
21327,,wake island (eia)
19266,,tanzania
16681,,qatar
18019,25.955,south america
15159,,opec (shift)
686,0.0,algeria
9608,0.0,iraq
7033,,european union (eia)
974,,argentina
16753,,reunion
19696,,tunisia
8423,,guatemala
2657,,bolivia
6320,,eswatini
7567,,gabon
5005,,cuba
19839,,turkey
21993,,zimbabwe
17413,,senegal
15847,,papua new guinea
6981,2364.481,european union (27)
5818,0.0,eastern africa (ei)
11413,,malawi
20622,,united states
20994,0.0,uzbekistan
21925,,zimbabwe
18173,416.145,south korea
2680,,bolivia
19901,,turks and caicos islands
2150,,barbados
9748,0.0,ireland
17811,,south africa
19448,,tonga
18845,63.563,switzerland
15345,0.0,oceania
214,0.0,africa
5575,,dominica
12262,,middle east (shift)
11294,,madagascar
21106,,venezuela
5784,,eastern africa (ei)
15889,,paraguay
21094,,venezuela
1893,,bahrain
17647,1.254,slovakia
9509,0.0,iran
18080,,south korea
2733,,botswana
17493,,serbia and montenegro
20591,,united states
15197,,opec - africa (eia)
20526,,united kingdom
6254,,eswatini
14306,,north korea
9861,0.0,israel
2802,,botswana
7224,60.069,finland
16746,,reunion
15500,0.0,oman
3423,,burundi
3105,,brunei
4986,,cuba
8279,,guadeloupe
6470,,eurasia (shift)
11863,,mexico
2228,,barbados
7366,,french guiana
16194,,peru
806,,angola
20631,,united states
13936,,non-opec (eia)
5224,,czechoslovakia
243,38.593,africa
10957,,low-income countries
8564,,guyana
9647,,iraq
11719,,martinique
12592,,morocco
9879,0.0,israel
10559,,laos
16209,,philippines
1174,,asia
11392,,malawi
1239,814.76,asia
12331,,moldova
10224,,jordan
1503,,asia and oceania (shift)
15826,,panama
1480,,asia and oceania (shift)
7873,,ghana
19845,,turkey
4398,442.87,china
21491,,western sahara
6264,,eswatini
16115,,peru
9562,,iraq
16220,,philippines
7733,,germany
3253,41.533,bulgaria
12670,,mozambique
632,,algeria
1664,,australia and new zealand (eia)
20061,,ussr
8104,,greenland
10598,0.0,latvia
19829,0.0,turkey
11906,29.669,mexico
20926,529.364,upper-middle-income countries
9812,,israel
19105,107.845,taiwan
